BS_parsed.txt
zi	Preinitial1	Preinitial 2	Obstruent contact	Initial	A/B type	Medial	Nucleus	Final	Postcoda *-ʔ	Postcoda *-s		Source	
腎	Cə-			g		 	i 	n 	ʔ 			B&SOC2015-10-13	
蜃	 			d		 	ə 	r 	ʔ 			B&SOC2015-10-13	
慎	 			d		 	i 	n 		s 		B&SOC2015-10-13	
罧	s- 			r		 	ə 	m 	ʔ	s 		B&SOC2015-10-13	
葚	sə-			d		 	ə 	m 	ʔ 			B&SOC2015-10-13	
甥	s- 			r		 	e 	ŋ 	 			B&SOC2015-10-13	
生				s		r 	e 	ŋ 	 			B&SOC2015-10-13	
勝	 		◦	l			ə 	ŋ 	 			B&SOC2015-10-13	
升	s- 			t		 	ə 	ŋ 	 			B&SOC2015-10-13	
陞	s- 			t		 	ə 	ŋ 	 			B&SOC2015-10-13	
聲	 		◦	l		 	e 	ŋ 	 			B&SOC2015-10-13	
繩	Cə-	m- 		r		 	ə 	ŋ 	 			B&SOC2015-10-13	
盛	 			d		 	e 	ŋ 		s 		B&SOC2015-10-13	
勝	 		◦	l		 	ə 	ŋ 		s 		B&SOC2015-10-13	
聖	 		◦	l		 	e 	ŋ 		s 		B&SOC2015-10-13	
剩	Cə-			l		 	ə 	ŋ 		s 		B&SOC2015-10-13	
乘	Cə-			l		 	ə 	ŋ 		s 		B&SOC2015-10-13	
師				s		r 	i	j 	 			B&SOC2015-10-13	
蝨				s		r 	i 	k 	 			B&SOC2015-10-13	
詩	s-			t		 	ə 	 	 			B&SOC2015-10-13	
尸	 		◦	l	 	 	ə	j 				B&SOC2015-10-13	
屍	 		◦	l	 	 	ə	j 				B&SOC2015-10-13	
蓍	s- 			k			i	j 	 			B&SOC2015-10-13	
濕	 			qʰ			i 	p 	 			B&SOC2015-10-13	
溼	s- 			qʰ			i 	p 	 			B&SOC2015-10-13	
失	 		◦	l	 	 	i 	t 	 			B&SOC2015-10-13	
施	 		◦	l	 	 	a	j 	 			B&SOC2015-10-13	
時				d			ə 	 	 			B&SOC2015-10-13	
拾	 			d		 	ə 	p 	 			B&SOC2015-10-13	
十	t- 			g		 	ə 	p 	 			B&SOC2015-10-13	
什	t- 			g		 	ə 	p 	 			B&SOC2015-10-13	
石	 			d		 	A 	k 	 			B&SOC2015-10-13	
識	s- 			t		 	ə 	k 	 			B&SOC2015-10-13	
食	mə-			l		 	ə 	k 	 			B&SOC2015-10-13	
蝕	mə-			l		 	ə 	k 	 			B&SOC2015-10-13	
實	mə-			l		 	i 	t 	 			B&SOC2015-10-13	
史	s- 			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
使	s- 			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
使	s- 			r		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
始			◦	l	 		ə 	 	ʔ 			B&SOC2015-10-13	
𦳊	 			qʰ		 	i	j 	ʔ 			B&SOC2015-10-13	
屎	 			qʰ		 	i	j 	ʔ 			B&SOC2015-10-13	
矢	 		◦	l	 	 	i	j 	ʔ 			B&SOC2015-10-13	
豕	 		◦	l	 		a	j 	ʔ 			B&SOC2015-10-13	
士	m-	s- 		r		 	ə 	 	ʔ 			B&SOC2015-10-13	
仕	m-	s- 		r		 	ə 	 	ʔ 			B&SOC2015-10-13	
事	m-	s- 		r		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
柿	 			dz		r 	i	j 	ʔ 			B&SOC2015-10-13	
市	C-			d		 	ə 	 	ʔ 			B&SOC2015-10-13	
恃				d		 	ə 	 	ʔ 			B&SOC2015-10-13	
侍				d		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
視	 			g		 	i	j 	ʔ 			B&SOC2015-10-13	
嗜	 			g		 	i	j 		s 		B&SOC2015-10-13	
視	 			g		 	i	j 	ʔ	s 		B&SOC2015-10-13	
是	 			d		 	e 	 	ʔ 			B&SOC2015-10-13	
氏	k- 			d		 	e 	 	ʔ 			B&SOC2015-10-13	
誓	 			d		 	a 	t 		s 		B&SOC2015-10-13	
筮	 			d		 	e 	t 		s 		B&SOC2015-10-13	
逝	 			d		 	a 	t 		s 		B&SOC2015-10-13	
噬	 			d		 	e 	t 		s 		B&SOC2015-10-13	
奭	 			qʰ		r 	A 	k 	 			B&SOC2015-10-13	
試	 		◦	l	 	 	ə 	k 		s 		B&SOC2015-10-13	
弒	 		◦	l	 	 	ə 	k 		s 		B&SOC2015-10-13	
式	 		◦	l	 	 	ə 	k 	 			B&SOC2015-10-13	
拭	 		◦	l	 	 	ə 	k 	 			B&SOC2015-10-13	
飾	 		◦	l	 	 	ə 	k 	 			B&SOC2015-10-13	
室	s- 			t		 	i 	t 	 			B&SOC2015-10-13	
貰	 		◦	l	 	 	a 	p 		s 		B&SOC2015-10-13	
世	 		◦	l	 	 	a 	p 		s 		B&SOC2015-10-13	
埶			◦	ŋ	 	 	e 	t 		s 		B&SOC2015-10-13	
勢			◦	ŋ	 	 	e 	t 		s 		B&SOC2015-10-13	
螫	 		◦	l	 	 	A 	k 	 			B&SOC2015-10-13	
襫	 			qʰ		r 	A 	k 	 			B&SOC2015-10-13	
𥼶	 		◦	l	 	 	A 	k 	 			B&SOC2015-10-13	
釋	 		◦	l	 	 	A 	k 	 			B&SOC2015-10-13	
檡	 		◦	l	 	 	A 	k 	 			B&SOC2015-10-13	
適	s- 			t	 	 	e 	k 	 			B&SOC2015-10-13	
戠	 			t		 	ə 	k 	 			B&SOC2015-10-13	
適	 			t		 	e 	k 	 			B&SOC2015-10-13	
奭	 			qʰ		r 	ə 	k 	 			B&SOC2015-10-13	
示	s- 			g		 	i	j 	ʔ	s 		B&SOC2015-10-13	
舓	Cə-			l		 	e 	 	ʔ 			B&SOC2015-10-13	
舐	Cə-			l		 	e 	 	ʔ 			B&SOC2015-10-13	
收	s- 			k		 	i	w 	 			B&SOC2015-10-13	
首	 		◦	l	 	 	u 	 	ʔ 			B&SOC2015-10-13	
手			◦	n	 	 	u 	 	ʔ 			B&SOC2015-10-13	
守	s- 			t		 	u 	 	ʔ 			B&SOC2015-10-13	
首	 		◦	l	 	 	u 	 	ʔ	s 		B&SOC2015-10-13	
壽	N- 			t		 	u 	 	ʔ 			B&SOC2015-10-13	
受	 			d		 	u 	 	ʔ 			B&SOC2015-10-13	
壽	N- 			t		 	u 	 	ʔ	s 		B&SOC2015-10-13	
授	 			d		 	u 	 	ʔ	s 		B&SOC2015-10-13	
瘦				s		r 	u 	 		s 		B&SOC2015-10-13	
守	s- 			t		 	u 	 	ʔ	s 		B&SOC2015-10-13	
狩	s- 			t		 	u 	 	ʔ	s 		B&SOC2015-10-13	
獸	s- 			tʰ		 	u 	 	ʔ	s 		B&SOC2015-10-13	
樞	 			q	ˤ	r 	o 	 	 			B&SOC2015-10-13	
殊	 			d		 	o 	 	 			B&SOC2015-10-13	
殳	 			d		 	o 	 	 			B&SOC2015-10-13	
淑	 			d		 	i	wk 	 			B&SOC2015-10-13	
倏	 			l		 	i	wk 	 			B&SOC2015-10-13	
梳				s		r 	a 	 	 			B&SOC2015-10-13	
疋				s		r 	a 	 	 			B&SOC2015-10-13	
疏				s		r 	a 	 	 			B&SOC2015-10-13	
疎				s		r 	a 	 	 			B&SOC2015-10-13	
蔬				s		r 	a 	 	 			B&SOC2015-10-13	
紓	 		◦	l	 	 	a 	 	 			B&SOC2015-10-13	
舒	 		◦	l	 	 	a 	 	 			B&SOC2015-10-13	
書	s- 			t		 	a 	 	 			B&SOC2015-10-13	
輸	 		◦	l	 	 	o 	 	 			B&SOC2015-10-13	
菽	s- 			tʰ		 	u 	k 	 			B&SOC2015-10-13	
叔	s- 			t		 	i	wk 	 			B&SOC2015-10-13	
尗	s- 			t		 	u 	k 	 			B&SOC2015-10-13	
攄	 		◦	r	 	 	a 	 	 			B&SOC2015-10-13	
樞	t- 			qʰ		r 	o 	 	 			B&SOC2015-10-13	
抒	Cə-			l		 	a 	 	ʔ 			B&SOC2015-10-13	
紓	Cə-			l		 	a 	 	ʔ 			B&SOC2015-10-13	
孰	 			d		 	u 	k 	 			B&SOC2015-10-13	
熟	 			d		 	u 	k 	 			B&SOC2015-10-13	
贖	Cə-			l		 	o 	k 	 			B&SOC2015-10-13	
秫	m- 			l		 	u 	t 	 			B&SOC2015-10-13	
署	m- 			t		 	a 	 	ʔ	s 		B&SOC2015-10-13	
屬	N- 			t		 	o 	k 	 			B&SOC2015-10-13	
蜀	 			d		 	o 	k 	 			B&SOC2015-10-13	
數	s- 			r		 	o 	 	ʔ 			B&SOC2015-10-13	
鼠	 		◦	l	 	 	a 	 	ʔ 			B&SOC2015-10-13	
癙	 		◦	l	 	 	a 	 	ʔ 			B&SOC2015-10-13	
暑	s- 			tʰ		 	a 	 	ʔ 			B&SOC2015-10-13	
黍	s- 			tʰ		 	a 	 	ʔ 			B&SOC2015-10-13	
豎	 			d		 	o 	 	ʔ 			B&SOC2015-10-13	
樹	m- 			t		 	o 	 	ʔ 			B&SOC2015-10-13	
尌	m- 			t		 	o 	 	ʔ	s 		B&SOC2015-10-13	
樹	m- 			t		 	o 	 	ʔ	s 		B&SOC2015-10-13	
數	s- 			r		 	o 	 	ʔ	s 		B&SOC2015-10-13	
漱				s		r 	o 	k 		s 		B&SOC2015-10-13	
恕			◦	n	 	 	a 	 		s 		B&SOC2015-10-13	
庶	s- 			t		 	a 	k 		s 		B&SOC2015-10-13	
束	s- 			tʰ		 	o 	k 	 			B&SOC2015-10-13	
戍			◦	n	 	 	o 	 		s 		B&SOC2015-10-13	
術	Cə-			l		 	u 	t 	 			B&SOC2015-10-13	
述	Cə-			l		 	u 	t 	 			B&SOC2015-10-13	
鉥	Cə-			l		 	u 	t 	 			B&SOC2015-10-13	
刷				s		r	o	t				B&SOC2015-10-13	
衰				s		r 	u	j 	 			B&SOC2015-10-13	
率	s- 			r		 	u 	t 		s 		B&SOC2015-10-13	
帥	s- 			r		 	u 	t 		s 		B&SOC2015-10-13	
率	s- 			r		 	u 	t 	 			B&SOC2015-10-13	
蟀				s		r 	u 	t 	 			B&SOC2015-10-13	
雙				s		r 	o 	ŋ 	 			B&SOC2015-10-13	
霜				s		r 	a 	ŋ 	 			B&SOC2015-10-13	
誰	 			d		 	u	j 	 			B&SOC2015-10-13	
水	s- 			t		 	u 	r 	ʔ 			B&SOC2015-10-13	
睡	 			d		 	o	j 		s 		B&SOC2015-10-13	
帨	 		◦	l	 		o 	t 		s 		B&SOC2015-10-13	
税	 		◦	l	 	 	o 	t 		s 		B&SOC2015-10-13	
説	 		◦	l	 	 	o 	t 		s 		B&SOC2015-10-13	
帨	s- 		◦	l	 	 	o 	t 		s 		B&SOC2015-10-13	
楯	Cə-			l		 	u 	n 	ʔ 			B&SOC2015-10-13	
舜	s- 			t		 	u 	n 		s 		B&SOC2015-10-13	
順	Cə-			l		 	u 	n 		s 		B&SOC2015-10-13	
説	 		◦	l	 	 	o 	t 	 			B&SOC2015-10-13	
碩	 			d		 	A 	k 	 			B&SOC2015-10-13	
數	s- 			r		 	o 	k 	 			B&SOC2015-10-13	
朔	s- 			ŋ		r 	a 	k 	 			B&SOC2015-10-13	
爍	 		◦	r	 	 	e	wk 	 			B&SOC2015-10-13	
鑠	 		◦	r	 	 	e	wk 	 			B&SOC2015-10-13	
嘶	 			s	ˤ	 	e 	 	 			B&SOC2015-10-13	
思				s		 	ə 	 	 			B&SOC2015-10-13	
絲				s		 	ə 	 	 			B&SOC2015-10-13	
司	s-			l		 	ə 	 	 			B&SOC2015-10-13	
私				s		 	ə	j 	 			B&SOC2015-10-13	
斯	 			s		 	e 	 	 			B&SOC2015-10-13	
虒	s- 			l		 	e 	 	 			B&SOC2015-10-13	
𩆵				s		 	e 	r 	 			B&SOC2015-10-13	
死				s		 	i	j 	ʔ 			B&SOC2015-10-13	
肆	s- 			l		 	ə 	p 		s 		B&SOC2015-10-13	
四	s- 			l		 	i	j 		s 		B&SOC2015-10-13	
駟	s- 			l		 	i	j 		s 		B&SOC2015-10-13	
巳	s-			ɢ		 	ə 	 	ʔ 			B&SOC2015-10-13	
祀	s-			ɢ		 	ə 	 	ʔ 			B&SOC2015-10-13	
禩	s-			ɢ		 	ə 	 	ʔ 			B&SOC2015-10-13	
耜	sə-			l		 	ə 	 	ʔ 			B&SOC2015-10-13	
似	sə-			l		 	ə 	 	ʔ 			B&SOC2015-10-13	
寺	s-			d		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
食	s-	m- 		l		 	ə 	k 		s 		B&SOC2015-10-13	
飤	s-	m- 		l		 	ə 	k 		s 		B&SOC2015-10-13	
飼	s-	m- 		l		 	ə 	k 		s 		B&SOC2015-10-13	
嗣	sə-			l		 	ə 	 		s 		B&SOC2015-10-13	
兕	s- 			ɢ		 	i	j 	ʔ 			B&SOC2015-10-13	
俟	s- 			ɢ		r 	ə 	 	ʔ 			B&SOC2015-10-13	
嵩				s		 	u 	ŋ 	 			B&SOC2015-10-13	
崧				s		 	u 	ŋ 	 			B&SOC2015-10-13	
松	sə-			ɢ		 	o 	ŋ 	 			B&SOC2015-10-13	
宋				s	ˤ	 	u 	ŋ 		s 		B&SOC2015-10-13	
送				s	ˤ	 	o 	ŋ 		s 		B&SOC2015-10-13	
頌	s- 			ɢ		 	o 	ŋ 		s 		B&SOC2015-10-13	
訟	s- 			ɢ		 	o 	ŋ 		s 		B&SOC2015-10-13	
誦	sə-			l		 	o 	ŋ 		s 		B&SOC2015-10-13	
搜				s		r 	u 	 	 			B&SOC2015-10-13	
叟	s- 			r		 	u 	 	ʔ 			B&SOC2015-10-13	
叜	s- 			r		 	u 	 	ʔ 			B&SOC2015-10-13	
傁	s- 			r		 	u 	 	ʔ 			B&SOC2015-10-13	
嗽				s	ˤ	 	o 	k 		s 		B&SOC2015-10-13	
蘇	s- 			ŋ	ˤ	 	a 	 	 			B&SOC2015-10-13	
穌	s- 			ŋ	ˤ	 	a 	 	 			B&SOC2015-10-13	
俗	s- 			ɢ		 	o 	k 	 			B&SOC2015-10-13	
粟				s		 	o 	k 	 			B&SOC2015-10-13	
宿				s		 	u 	k 	 			B&SOC2015-10-13	
夙				s		 	u 	k 	 			B&SOC2015-10-13	
肅				s		 	i	wk 	 			B&SOC2015-10-13	
素				s	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
愬	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
𧪜	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
遡	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
㴑	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
泝	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
訴	s- 			ŋ	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
速				s	ˤ	 	o 	k 	 			B&SOC2015-10-13	
酸				s	ˤ	 	o 	r 	 			B&SOC2015-10-13	
蒜				s	ˤ	 	o 	r 		s 		B&SOC2015-10-13	
算				s	ˤ	 	o 	r 	ʔ	s 		B&SOC2015-10-13	
祘				s	ˤ	 	o 	r 	ʔ	s 		B&SOC2015-10-13	
雖	s- 			qʷ		 	i	j 	 			B&SOC2015-10-13	
隋	 			l	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
綏	s- 			n		 	u	j 	 			B&SOC2015-10-13	
隋	sə-			l		 	o	j 	 			B&SOC2015-10-13	
隨	sə-			l		 	o	j 	 			B&SOC2015-10-13	
髓	s- 			l		 	o	j 	ʔ 			B&SOC2015-10-13	
瀡	s- 			l		 	o	j 		s 		B&SOC2015-10-13	
誶	m- 			ts		 	u 	t 	 			B&SOC2015-10-13	
隋	s- 			l		 	o	j 		s 		B&SOC2015-10-13	
歲	s- 			qʷʰ		 	a 	t 		s 		B&SOC2015-10-13	
祟	s- 			l		 	u 	t 		s 		B&SOC2015-10-13	
誶	s- 			ts		 	u 	t 		s 		B&SOC2015-10-13	
碎	s- 			tsʰ	ˤ	 	u 	t 		s 		B&SOC2015-10-13	
𥝩	s- 			ɢʷ		 	i 	t 		s 		B&SOC2015-10-13	
穟	s- 			ɢʷ		 	i 	t 		s 		B&SOC2015-10-13	
穗	s- 			ɢʷ		 	i 	t 		s 		B&SOC2015-10-13	
遂	sə-			l		 	u 	t 		s 		B&SOC2015-10-13	
隧	sə-			l		 	u 	t 		s 		B&SOC2015-10-13	
檖	sə-			l		 	u 	t 		s 		B&SOC2015-10-13	
孫				s	ˤ	 	u 	n 	 			B&SOC2015-10-13	
飧				s	ˤ	 	u 	r 	 			B&SOC2015-10-13	
隼				s		 	u 	r 	ʔ 			B&SOC2015-10-13	
筍	s- 			qʷ		 	i 	n 	ʔ 			B&SOC2015-10-13	
損	s- 			qʷ	ˤ	 	ə 	n 	ʔ 			B&SOC2015-10-13	
娑				s	ˤ	 	a	j 	 			B&SOC2015-10-13	
縮				s		r 	u 	k 	 			B&SOC2015-10-13	
蓑				s	ˤ	 	o	j 	 			B&SOC2015-10-13	
索				s	ˤ	 	a 	k 	 			B&SOC2015-10-13	
所	s- 			qʰ		r 	a 	 	ʔ 			B&SOC2015-10-13	
鎖				s	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
瑣				s	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
鏁				s	ˤ	 	o	j 	ʔ 			B&SOC2015-10-13	
所	 			qʰ		 	a 	 	ʔ 			B&SOC2015-10-13	
它	 			l	ˤ	 	a	j 	 			B&SOC2015-10-13	
他	 			l	ˤ	 	a	j 	 			B&SOC2015-10-13	
獺	 			r	ˤ	 	a 	t 	 			B&SOC2015-10-13	
獺	m-			r	ˤ	 	a 	t 				B&SOC2015-10-13	
蹋	 			l	ˤ	 	a 	p 	 			B&SOC2015-10-13	
沓	m- 			r	ˤ	 	ə 	p 	 			B&SOC2015-10-13	
眔	m- 			r	ˤ	 	ə 	p 	 			B&SOC2015-10-13	
遝	m- 			r	ˤ	 	ə 	p 	 			B&SOC2015-10-13	
𦍒	 			l	ˤ	 	a 	t 	 			B&SOC2015-10-13	
胎				l	ˤ	 	ə 	 	 			B&SOC2015-10-13	
臺				l	ˤ	 	ə 	 	 			B&SOC2015-10-13	
泰	 			l	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
太	 			l	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
態				n	ˤ	 	ə 	 		s 		B&SOC2015-10-13	
歎				n	ˤ	 	a 	r 				B&SOC2015-10-13	
灘				n	ˤ	 	a 	r 				B&SOC2015-10-13	
嘽	 			tʰ	ˤ	 	a 	r 	 			B&SOC2015-10-13	
探	 			l	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
貪	 			r	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
談	 			l	ˤ	 	o 	m 	 			B&SOC2015-10-13	
彈	Cə-			d	ˤ	 	a 	r 	 			B&SOC2015-10-13	
壇	 			d	ˤ	 	a 	n 	 			B&SOC2015-10-13	
彈	 			d	ˤ	 	a 	r 	 			B&SOC2015-10-13	
覃	N- 			r	ˤ	 	o 	m 	 			B&SOC2015-10-13	
潭	 			l	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
坦	 			tʰ	ˤ	 	a 	n 	ʔ 			B&SOC2015-10-13	
醓	 			l	ˤ	 	ə 	m 	ʔ 			B&SOC2015-10-13	
炭	 			tʰ	ˤ	 	a 	n 		s 		B&SOC2015-10-13	
嘆				n	ˤ	 	a 	r 		s 		B&SOC2015-10-13	
湯	 			l	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
唐	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
湯	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
康	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
鏜	 			tʰ	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
糖	C- 			l	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
餳	C- 			l	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
棠	N- 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
唐	N- 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
堂	 			d	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
塘	m- 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
儻	 			tʰ	ˤ	 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
攩	 			tʰ	ˤ	 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
饕	 			tʰ	ˤ	 	a	w 	 			B&SOC2015-10-13	
滔	 			l	ˤ	 	u 	 	 			B&SOC2015-10-13	
桃	C- 			l	ˤ	 	a	w 	 			B&SOC2015-10-13	
鞀	 			d	ˤ	 	a	w 	 			B&SOC2015-10-13	
匋	 			l	ˤ	 	u 	 	 			B&SOC2015-10-13	
逃	 			l	ˤ	 	a	w 	 			B&SOC2015-10-13	
討	 			tʰ	ˤ	 	u 	 	ʔ 			B&SOC2015-10-13	
犆	 			d	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
特	 			d	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
忒	 			l	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
慝				n	ˤ	 	ə 	k 				B&SOC2015-10-13	
縢	 			l	ˤ	 	ə 	ŋ 	 			B&SOC2015-10-13	
騰	 			l	ˤ	 	ə 	ŋ 	 			B&SOC2015-10-13	
睇	 			l	ˤ	 	ə	j 	 			B&SOC2015-10-13	
梯	 			l	ˤ	 	ə	j 	 			B&SOC2015-10-13	
剔	 			l	ˤ	 	e 	k 	 			B&SOC2015-10-13	
嗁	C- 			l	ˤ	 	e 	 	 			B&SOC2015-10-13	
啼	C- 			l	ˤ	 	e 	 	 			B&SOC2015-10-13	
提	 			d	ˤ	 	e 	 	 			B&SOC2015-10-13	
荑	 			l	ˤ	 	ə	j 	 			B&SOC2015-10-13	
體	 			r	ˤ	 	i	j 	ʔ 			B&SOC2015-10-13	
嚏	 			t	ˤ	 	i 	t 		s 		B&SOC2015-10-13	
涕	 			l	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
洟	 			l	ˤ	 	ə	j 		s 		B&SOC2015-10-13	
涕	 			l	ˤ	 	ə	j 	ʔ	s 		B&SOC2015-10-13	
剔	 			l	ˤ	 	e 	k 		s 		B&SOC2015-10-13	
薙	 			l	ˤ	 	i	j 		s 		B&SOC2015-10-13	
替				n	ˤ	 	i 	t 		s 		B&SOC2015-10-13	
惕	 			l	ˤ	 	e 	k 	 			B&SOC2015-10-13	
添	 			l	ˤ	 	i 	m 	 			B&SOC2015-10-13	
天	 			l	ˤ	 	i 	n 	 			B&SOC2015-10-13	
吞	 			l	ˤ	 	ə 	n 	 			B&SOC2015-10-13	
填	 			d	ˤ	 	i 	n 	 			B&SOC2015-10-13	
田	 			l	ˤ	 	i 	ŋ 	 			B&SOC2015-10-13	
畋	 			l	ˤ	 	i 	ŋ 	 			B&SOC2015-10-13	
殄	 			d	ˤ	 	ə 	n 	ʔ 			B&SOC2015-10-13	
舔	 			l	ˤ	 	i 	m 	ʔ 			B&SOC2015-10-13	
忝	 			l	ˤ	 	i 	m 	ʔ 			B&SOC2015-10-13	
忝	 			l	ˤ	 	i 	m 	ʔ	s 		B&SOC2015-10-13	
腆	 			tʰ	ˤ	 	ə 	n 	ʔ 			B&SOC2015-10-13	
挑	 			l	ˤ	 	e	w 	 			B&SOC2015-10-13	
調	 			d	ˤ	 	i	w 	 			B&SOC2015-10-13	
條	 			l	ˤ	 	i	w 	 			B&SOC2015-10-13	
窕	 			l	ˤ	 	e	w 	ʔ 			B&SOC2015-10-13	
挑	 			l	ˤ	 	e	w 	ʔ 			B&SOC2015-10-13	
跳	 			l	ˤ	 	e	w 	 			B&SOC2015-10-13	
眺	 			l	ˤ	 	e	w 		s 		B&SOC2015-10-13	
貼	 			tʰ	ˤ	 	e 	p 	 			B&SOC2015-10-13	
怗	 			tʰ	ˤ	 	e 	p 	 			B&SOC2015-10-13	
鐵	 			l	ˤ	 	i 	k 	 			B&SOC2015-10-13	
餮	 			tʰ	ˤ	 	ə 	t 	 			B&SOC2015-10-13	
聽	 			l	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
汀	 			tʰ	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
停	Cə-			d	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
廷	 			l	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
亭	m- 			t	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
𡈼	 			l	ˤ	 	e 	ŋ 	ʔ 			B&SOC2015-10-13	
挺	 			l	ˤ	 	e 	ŋ 	ʔ 			B&SOC2015-10-13	
町	 			tʰ	ˤ	 	e 	ŋ 	ʔ 			B&SOC2015-10-13	
聽	 			l	ˤ	 	e 	ŋ 		s 		B&SOC2015-10-13	
通	 			l	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
彤	N- 			r	ˤ	 	u 	m 	 			B&SOC2015-10-13	
童	 			d	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
銅	 			l	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
同	 			l	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
筒	 			l	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
桶	 			l	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
慟	 			d	ˤ	 	o 	ŋ 	ʔ	s 		B&SOC2015-10-13	
痛	 			l	ˤ	 	o 	ŋ 		s 		B&SOC2015-10-13	
偷	 			l	ˤ	 	o 	 	 			B&SOC2015-10-13	
投	 			d	ˤ	 	o 	 	 			B&SOC2015-10-13	
頭	m- 			t	ˤ	 	o 	 	 			B&SOC2015-10-13	
突	m- 			tʰ	ˤ	 	u 	t 	 			B&SOC2015-10-13	
禿	 			tʰ	ˤ	 	o 	k 	 			B&SOC2015-10-13	
突	 			tʰ	ˤ	 	u 	t 	 			B&SOC2015-10-13	
屠	 			d	ˤ	 	a 	 	 			B&SOC2015-10-13	
瘏	 			d	ˤ	 	a 	 	 			B&SOC2015-10-13	
徒	 			d	ˤ	 	a 	 	 			B&SOC2015-10-13	
圖	 			d	ˤ	 	a 	 	 			B&SOC2015-10-13	
涂	 			l	ˤ	 	a 	 	 			B&SOC2015-10-13	
途	 			l	ˤ	 	a 	 	 			B&SOC2015-10-13	
塗	 			l	ˤ	 	a 	 	 			B&SOC2015-10-13	
腯	 			l	ˤ	 	u 	t 	 			B&SOC2015-10-13	
稌	 			l	ˤ	 	a 	 	 			B&SOC2015-10-13	
土	 			tʰ	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
吐	 			tʰ	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
兔	 			l	ˤ	 	a 	 		s 		B&SOC2015-10-13	
吐	 			tʰ	ˤ	 	a 	 	ʔ	s 		B&SOC2015-10-13	
湍	 			tʰ	ˤ	 	o 	r 	 			B&SOC2015-10-13	
團	C- 			d	ˤ	 	o 	n 	 			B&SOC2015-10-13	
摶	 			d	ˤ	 	o 	n 	 			B&SOC2015-10-13	
畽	 			tʰ	ˤ	 	o 	n 	ʔ 			B&SOC2015-10-13	
彖	 			l	ˤ	 	o 	r 		s 		B&SOC2015-10-13	
推	 			tʰ	ˤ	 	u	j 	 			B&SOC2015-10-13	
隤	N- 			r	ˤ	 	u	j 	 			B&SOC2015-10-13	
蜕	 			l	ˤ	 	o 	t 		s 		B&SOC2015-10-13	
退				n	ˤ	 	u 	p 		s 		B&SOC2015-10-13	
吞	 			l	ˤ	 	ə 	n 	 			B&SOC2015-10-13	
焞	 			tʰ	ˤ	 	u 	r 	 			B&SOC2015-10-13	
